family,rank,map,map_scale,validation_elbo,normalized_gradient,adam_steps,lbfgs_iterations,lbfgs_function_evaluations,wall_time_seconds,plateau_passed,gradient_passed,independent_elbo_1,independent_elbo_1_se,independent_elbo_2,independent_elbo_2_se,independent_agreement_passed,converged,failure_reason,initialization,selected,experiment,case,data_seed,m_constraints,restart
full,-1,softplus,1.0,-71.84703527969691,27.634933420667586,5200,500,544,32.68414349993691,False,False,-72.00069607634339,0.8093987216258035,-72.83500285973702,1.4859616530236635,True,False,"validation_plateau,normalized_gradient",independent,False,capacity,sigmoid,4,20,2
diag,0,softplus,1.0,-7.635131419052618,0.0023737432435645364,4200,16,19,4.55641770013608,True,True,-7.659370282216604,0.017340968394956982,-7.622370180916776,0.016535995341724286,True,True,,independent,False,capacity,sigmoid,4,5,0
diag,0,softplus,1.0,-7.633575821948117,0.000829868321887544,4400,16,20,4.5649999000597745,True,True,-7.6513836191322415,0.016195430249267225,-7.628203757240283,0.013225233553760296,True,True,,independent,True,capacity,sigmoid,4,5,1
diag,0,softplus,1.0,-7.633974309546021,0.003420756801269402,4200,17,21,4.494055399904028,True,True,-7.6456796978685855,0.018124174420671546,-7.63891945347005,0.014129390546098285,True,True,,independent,False,capacity,sigmoid,4,5,2
rank2,2,softplus,1.0,-7.360785172016591,0.0008460719112994959,1600,114,146,4.223564699990675,True,True,-7.389064528437107,0.017582096297983265,-7.367285768533837,0.012884708570514061,True,True,,nested_warm_start,False,capacity,sigmoid,4,5,0
rank2,2,softplus,1.0,-7.357008794412062,0.0010398000420425942,8000,95,298,15.461520799901336,True,True,-7.313984602524092,0.01355124402125776,-7.309824852138053,0.013388445006706745,True,True,,independent,True,capacity,sigmoid,4,5,1
rank2,2,softplus,1.0,-7.3700729308351125,0.0011617414665214061,8000,163,269,13.458254399942234,True,True,-7.230614913755912,0.013485706059970287,-7.221713998190397,0.013973573711178197,True,True,,independent,False,capacity,sigmoid,4,5,2
rank4,4,softplus,1.0,-7.26818907515278,0.00190971153799168,2200,5,50,3.330605400027707,False,True,-7.199999049036327,0.015447074645746411,-7.1874307049781745,0.013311729567419167,True,False,validation_plateau,nested_warm_start,False,capacity,sigmoid,4,5,0
rank4,4,softplus,1.0,-7.341418769894098,0.0028202904709411117,7200,149,258,11.7030901000835,True,True,-7.31308442324025,0.013727727762916898,-7.287036688371595,0.011539778021290905,True,True,,independent,False,capacity,sigmoid,4,5,1
rank4,4,softplus,1.0,-7.341175113855606,0.0017420911053325097,8000,154,219,14.99727790011093,True,True,-7.329980986311906,0.019330978557011397,-7.298256761006748,0.013734863065497161,True,True,,independent,True,capacity,sigmoid,4,5,2
full,-1,softplus,1.0,-7.3512155253091755,0.0023518579907157236,1000,18,21,1.5874336999841034,True,True,-7.343791627581553,0.01126933626155425,-7.349153780078787,0.01412335881409125,True,True,,nested_warm_start,False,capacity,sigmoid,4,5,0
full,-1,softplus,1.0,-7.345123555159308,0.0018627595321820522,4200,19,22,6.284637900069356,True,True,-7.361935492606703,0.014157708746588216,-7.355285417245291,0.01216893553743611,True,True,,independent,True,capacity,sigmoid,4,5,1
full,-1,softplus,1.0,-7.348525874919245,0.0026868381740975346,4600,19,22,6.816362099954858,True,True,-7.359267465772903,0.015571871834576959,-7.3189533939787035,0.012604694691216755,True,True,,independent,False,capacity,sigmoid,4,5,2
